Program Name,Program Arthur,Program Description,Program Length,Program Level,Program Equipment,Days Per Week,Mesocycle Name,Mesocycle Description,Mesocycle Order,Microcycle Name,Microcycle Description,Microcycle Order,Workout Name,Workout Day,Workout Notes,Exercise Name,Exercise Description,Sets,Set Type,Target Repetitions,Target Min Repetitions,Target Max Repetitions,Target Weight (lbs),Target Weight (kg),Weight Increment (lbs),Weight Increment (kg),Target RPE,Target RIR,Percentage of 1RM,Progression Scheme ID,Advanced Exercise Sets
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 1-4,Focuses on the hip thrust and military press.,1,Week 1-4,First 4 weeks of the intermediate program.,3,Workout Day 3,Day 3,,Military Press,,3,Normal,6,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 1-4,Focuses on the hip thrust and military press.,1,Week 1-4,First 4 weeks of the intermediate program.,3,Workout Day 3,Day 3,,Pause Front Squat,,3,Normal,5,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 1-4,Focuses on the hip thrust and military press.,1,Week 1-4,First 4 weeks of the intermediate program.,3,Workout Day 3,Day 3,,Underhand Grip Lat Pull-Down,,3,Normal,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 1-4,Focuses on the hip thrust and military press.,1,Week 1-4,First 4 weeks of the intermediate program.,3,Workout Day 3,Day 3,,Dumbbell 45-Degree Hyper,,3,Normal,12,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 1-4,Focuses on the hip thrust and military press.,1,Week 1-4,First 4 weeks of the intermediate program.,3,Workout Day 3,Day 3,,Banded Standing Hip Abduction,,2,Normal,20,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 1-4,Focuses on the hip thrust and military press.,1,Week 1-4,First 4 weeks of the intermediate program.,3,Workout Day 4,Day 4,,Pause Barbell Hip Thrust,,3,Normal,5,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 1-4,Focuses on the hip thrust and military press.,1,Week 1-4,First 4 weeks of the intermediate program.,3,Workout Day 4,Day 4,,Seated Dumbbell Overhead Press,,3,Normal,12,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 1-4,Focuses on the hip thrust and military press.,1,Week 1-4,First 4 weeks of the intermediate program.,3,Workout Day 4,Day 4,,Between Bench Dumbbell Squat,,3,Normal,20,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 1-4,Focuses on the hip thrust and military press.,1,Week 1-4,First 4 weeks of the intermediate program.,3,Workout Day 4,Day 4,,Inverted Row,,3,AMRAP,,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 1-4,Focuses on the hip thrust and military press.,1,Week 1-4,First 4 weeks of the intermediate program.,3,Workout Day 4,Day 4,,Good Morning,,3,Normal,8,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 1-4,Focuses on the hip thrust and military press.,1,Week 1-4,First 4 weeks of the intermediate program.,3,Workout Day 4,Day 4,,Monster Walk,,3,Normal,20,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 1-4,Focuses on the hip thrust and military press.,1,Week 1-4,First 4 weeks of the intermediate program.,4,Workout Day 1,Day 1,,Barbell Hip Thrust,"Warm up then do a set of 10 reps. Add weight, rest 2 minutes, then do a set of 8. Add weight, rest 2 minutes, then do a set of 6. Reduce the weight off, rest 1 minute, and do a set of 15.",4,Normal,"10, 8, 6, 15",,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 1-4,Focuses on the hip thrust and military press.,1,Week 1-4,First 4 weeks of the intermediate program.,4,Workout Day 1,Day 1,,Military Press,"Warm up then do a set of 10 reps. Add weight, rest 2 minutes, then do a set of 8. Add weight, rest 2 minutes, then do a set of 6. Reduce the weight, rest 1 minute, and do a set of 15.",4,Normal,"10, 8, 6, 15",,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 1-4,Focuses on the hip thrust and military press.,1,Week 1-4,First 4 weeks of the intermediate program.,4,Workout Day 1,Day 1,,Back Squat,,3,Normal,6,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 1-4,Focuses on the hip thrust and military press.,1,Week 1-4,First 4 weeks of the intermediate program.,4,Workout Day 1,Day 1,,Chin-up,,3,AMRAP,,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 1-4,Focuses on the hip thrust and military press.,1,Week 1-4,First 4 weeks of the intermediate program.,4,Workout Day 1,Day 1,,Gliding Leg Curl,,3,Normal,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 1-4,Focuses on the hip thrust and military press.,1,Week 1-4,First 4 weeks of the intermediate program.,4,Workout Day 1,Day 1,,Lateral Band Walk,,2,Normal,20,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 1-4,Focuses on the hip thrust and military press.,1,Week 1-4,First 4 weeks of the intermediate program.,4,Workout Day 2,Day 2,,Knee-Banded Bodyweight Glute Bridge,,3,Normal,30,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 1-4,Focuses on the hip thrust and military press.,1,Week 1-4,First 4 weeks of the intermediate program.,4,Workout Day 2,Day 2,,Push-up,,3,AMRAP,,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 1-4,Focuses on the hip thrust and military press.,1,Week 1-4,First 4 weeks of the intermediate program.,4,Workout Day 2,Day 2,,Dumbbell Stiff-Leg Deadlift,,3,Normal,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 1-4,Focuses on the hip thrust and military press.,1,Week 1-4,First 4 weeks of the intermediate program.,4,Workout Day 2,Day 2,,Seated Row,,3,Normal,12,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 1-4,Focuses on the hip thrust and military press.,1,Week 1-4,First 4 weeks of the intermediate program.,4,Workout Day 2,Day 2,,Bodyweight High Step-up,,3,Normal,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 1-4,Focuses on the hip thrust and military press.,1,Week 1-4,First 4 weeks of the intermediate program.,4,Workout Day 2,Day 2,,Banded Fire Hydrant,,2,Normal,12,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 1-4,Focuses on the hip thrust and military press.,1,Week 1-4,First 4 weeks of the intermediate program.,4,Workout Day 3,Day 3,,Knee-Banded Constant Tension Barbell Hip Thrust,,3,Normal,20,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 1-4,Focuses on the hip thrust and military press.,1,Week 1-4,First 4 weeks of the intermediate program.,4,Workout Day 3,Day 3,,Military Press,,3,Normal,6,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 1-4,Focuses on the hip thrust and military press.,1,Week 1-4,First 4 weeks of the intermediate program.,4,Workout Day 3,Day 3,,Pause Front Squat,,3,Normal,5,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 1-4,Focuses on the hip thrust and military press.,1,Week 1-4,First 4 weeks of the intermediate program.,4,Workout Day 3,Day 3,,Underhand Grip Lat Pull-Down,,3,Normal,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 1-4,Focuses on the hip thrust and military press.,1,Week 1-4,First 4 weeks of the intermediate program.,4,Workout Day 3,Day 3,,Dumbbell 45-Degree Hyper,,3,Normal,12,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 1-4,Focuses on the hip thrust and military press.,1,Week 1-4,First 4 weeks of the intermediate program.,4,Workout Day 3,Day 3,,Banded Standing Hip Abduction,,2,Normal,20,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 1-4,Focuses on the hip thrust and military press.,1,Week 1-4,First 4 weeks of the intermediate program.,4,Workout Day 4,Day 4,,Pause Barbell Hip Thrust,,3,Normal,5,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 1-4,Focuses on the hip thrust and military press.,1,Week 1-4,First 4 weeks of the intermediate program.,4,Workout Day 4,Day 4,,Seated Dumbbell Overhead Press,,3,Normal,12,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 1-4,Focuses on the hip thrust and military press.,1,Week 1-4,First 4 weeks of the intermediate program.,4,Workout Day 4,Day 4,,Between Bench Dumbbell Squat,,3,Normal,20,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 1-4,Focuses on the hip thrust and military press.,1,Week 1-4,First 4 weeks of the intermediate program.,4,Workout Day 4,Day 4,,Inverted Row,,3,AMRAP,,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 1-4,Focuses on the hip thrust and military press.,1,Week 1-4,First 4 weeks of the intermediate program.,4,Workout Day 4,Day 4,,Good Morning,,3,Normal,8,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 1-4,Focuses on the hip thrust and military press.,1,Week 1-4,First 4 weeks of the intermediate program.,4,Workout Day 4,Day 4,,Monster Walk,,3,Normal,20,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,5,Workout Day 1,Day 1,,Back Squat,,3,Normal,5,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,5,Workout Day 1,Day 1,,Chin-up,,3,AMRAP,,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,5,Workout Day 1,Day 1,,Single-Leg Foot-Elevated Hip Thrust,,3,Normal,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,5,Workout Day 1,Day 1,,Incline Press,,3,Normal,8,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,5,Workout Day 1,Day 1,,Banded Frog Pump,,2,Normal,30,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,5,Workout Day 2,Day 2,,Dumbbell Deficit Reverse Lunge,,3,Normal,30,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,5,Workout Day 2,Day 2,,Eccentric-Neutral Grip Pull-up,,3,Normal,5,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,5,Workout Day 2,Day 2,,Romanian Deadlift,,3,Normal,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,5,Workout Day 2,Day 2,,Push-up,,3,AMRAP,,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,5,Workout Day 2,Day 2,,Knee-Banded Hip Abduction,,2,Normal,30,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,5,Workout Day 3,Day 3,,Goblet Squat,,3,Normal,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,5,Workout Day 3,Day 3,,Eccentric Chin-up,,3,Normal,5,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,5,Workout Day 3,Day 3,,Barbell Glute Bridge,,3,Normal,12,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,5,Workout Day 3,Day 3,,Eccentric-Accentuated Push Press,,3,Normal,6,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,5,Workout Day 3,Day 3,,Frog Reverse Hyper,,2,Normal,20,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,5,Workout Day 4,Day 4,,Front Squat,,3,Normal,6,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,5,Workout Day 4,Day 4,,Neutral Grip Pull-up,,3,AMRAP,,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,5,Workout Day 4,Day 4,,Semi-Sumo Deadlift,,3,Normal,6,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,5,Workout Day 4,Day 4,,Pause Close-Grip Bench Press,,3,Normal,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,5,Workout Day 4,Day 4,,Cable Standing Hip Abduction,,2,Normal,12,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,6,Workout Day 1,Day 1,,Back Squat,,3,Normal,5,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,6,Workout Day 1,Day 1,,Chin-up,,3,AMRAP,,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,6,Workout Day 1,Day 1,,Single-Leg Foot-Elevated Hip Thrust,,3,Normal,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,6,Workout Day 1,Day 1,,Incline Press,,3,Normal,8,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,6,Workout Day 1,Day 1,,Banded Frog Pump,,2,Normal,30,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,6,Workout Day 2,Day 2,,Dumbbell Deficit Reverse Lunge,,3,Normal,30,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,6,Workout Day 2,Day 2,,Eccentric-Neutral Grip Pull-up,,3,Normal,5,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,6,Workout Day 2,Day 2,,Romanian Deadlift,,3,Normal,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,6,Workout Day 2,Day 2,,Push-up,,3,AMRAP,,,,,,,,,,,,
