Program Name,Program Arthur,Program Description,Program Length,Program Level,Program Equipment,Days Per Week,Mesocycle Name,Mesocycle Description,Mesocycle Order,Microcycle Name,Microcycle Description,Microcycle Order,Workout Name,Workout Day,Workout Notes,Exercise Name,Sets,Set Type,Target Repetitions,Target Min Repetitions,Target Max Repetitions,Target Weight (lbs),Target Weight (kg),Weight Increment (lbs),Weight Increment (kg),Target RPE,Target RIR,Percentage of 1RM,Progression Scheme ID,Advanced Exercise Sets
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 1-4,Bodyweight exercises to get accustomed to foundational movements.,1,Week 1-4,Days 1 and 3 are repeated; Days 2 and 4 are repeated.,4,Workout Day 1,Day 1,,Bodyweight Feet-Elevated Glute Bridge,3,Straight Set,20,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 1-4,Bodyweight exercises to get accustomed to foundational movements.,1,Week 1-4,Days 1 and 3 are repeated; Days 2 and 4 are repeated.,4,Workout Day 1,Day 1,,Bodyweight Torso-Elevated Push-up,3,Straight Set,10,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 1-4,Bodyweight exercises to get accustomed to foundational movements.,1,Week 1-4,Days 1 and 3 are repeated; Days 2 and 4 are repeated.,4,Workout Day 1,Day 1,,Bodyweight Parallel Box Squat,3,Straight Set,20,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 1-4,Bodyweight exercises to get accustomed to foundational movements.,1,Week 1-4,Days 1 and 3 are repeated; Days 2 and 4 are repeated.,4,Workout Day 1,Day 1,,Bodyweight Inverted Row,3,Straight Set,10,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 1-4,Bodyweight exercises to get accustomed to foundational movements.,1,Week 1-4,Days 1 and 3 are repeated; Days 2 and 4 are repeated.,4,Workout Day 1,Day 1,,Bodyweight Side-Lying Clam,3,Straight Set,20,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 1-4,Bodyweight exercises to get accustomed to foundational movements.,1,Week 1-4,Days 1 and 3 are repeated; Days 2 and 4 are repeated.,4,Workout Day 1,Day 1,,Bodyweight Side Plank,2,Straight Set,20 sec,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 1-4,Bodyweight exercises to get accustomed to foundational movements.,1,Week 1-4,Days 2 and 4 are repeated.,4,Workout Day 2,Day 2,,Bodyweight Glute Bridge,3,Straight Set,20,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 1-4,Bodyweight exercises to get accustomed to foundational movements.,1,Week 1-4,Days 2 and 4 are repeated.,4,Workout Day 2,Day 2,,Bodyweight Knee Push-up,3,Straight Set,10,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 1-4,Bodyweight exercises to get accustomed to foundational movements.,1,Week 1-4,Days 2 and 4 are repeated.,4,Workout Day 2,Day 2,,Bodyweight Medium Step-up,3,Straight Set,10,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 1-4,Bodyweight exercises to get accustomed to foundational movements.,1,Week 1-4,Days 2 and 4 are repeated.,4,Workout Day 2,Day 2,,Bodyweight Bent-Over YTWL,3,Straight Set,10,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 1-4,Bodyweight exercises to get accustomed to foundational movements.,1,Week 1-4,Days 2 and 4 are repeated.,4,Workout Day 2,Day 2,,Bodyweight Side-Lying Hip Abduction,3,Straight Set,20,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 1-4,Bodyweight exercises to get accustomed to foundational movements.,1,Week 1-4,Days 2 and 4 are repeated.,4,Workout Day 2,Day 2,,Bodyweight Plank,2,Straight Set,40 sec,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 1-4,Bodyweight exercises to get accustomed to foundational movements.,1,Week 1-4,Days 1 and 3 are repeated; Days 2 and 4 are repeated.,4,Workout Day 3,Day 3,,Bodyweight Feet-Elevated Glute Bridge,3,Straight Set,20,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 1-4,Bodyweight exercises to get accustomed to foundational movements.,1,Week 1-4,Days 1 and 3 are repeated; Days 2 and 4 are repeated.,4,Workout Day 3,Day 3,,Bodyweight Torso-Elevated Push-up,3,Straight Set,10,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 1-4,Bodyweight exercises to get accustomed to foundational movements.,1,Week 1-4,Days 1 and 3 are repeated; Days 2 and 4 are repeated.,4,Workout Day 3,Day 3,,Bodyweight Parallel Box Squat,3,Straight Set,20,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 1-4,Bodyweight exercises to get accustomed to foundational movements.,1,Week 1-4,Days 1 and 3 are repeated; Days 2 and 4 are repeated.,4,Workout Day 3,Day 3,,Bodyweight Inverted Row,3,Straight Set,10,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 1-4,Bodyweight exercises to get accustomed to foundational movements.,1,Week 1-4,Days 1 and 3 are repeated; Days 2 and 4 are repeated.,4,Workout Day 3,Day 3,,Bodyweight Side-Lying Clam,3,Straight Set,20,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 1-4,Bodyweight exercises to get accustomed to foundational movements.,1,Week 1-4,Days 1 and 3 are repeated; Days 2 and 4 are repeated.,4,Workout Day 3,Day 3,,Bodyweight Side Plank,2,Straight Set,20 sec,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 1-4,Bodyweight exercises to get accustomed to foundational movements.,1,Week 1-4,Days 2 and 4 are repeated.,4,Workout Day 4,Day 4,,Bodyweight Glute Bridge,3,Straight Set,20,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 1-4,Bodyweight exercises to get accustomed to foundational movements.,1,Week 1-4,Days 2 and 4 are repeated.,4,Workout Day 4,Day 4,,Bodyweight Knee Push-up,3,Straight Set,10,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 1-4,Bodyweight exercises to get accustomed to foundational movements.,1,Week 1-4,Days 2 and 4 are repeated.,4,Workout Day 4,Day 4,,Bodyweight Medium Step-up,3,Straight Set,10,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 1-4,Bodyweight exercises to get accustomed to foundational movements.,1,Week 1-4,Days 2 and 4 are repeated.,4,Workout Day 4,Day 4,,Bodyweight Bent-Over YTWL,3,Straight Set,10,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 1-4,Bodyweight exercises to get accustomed to foundational movements.,1,Week 1-4,Days 2 and 4 are repeated.,4,Workout Day 4,Day 4,,Bodyweight Side-Lying Hip Abduction,3,Straight Set,20,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 1-4,Bodyweight exercises to get accustomed to foundational movements.,1,Week 1-4,Days 2 and 4 are repeated.,4,Workout Day 4,Day 4,,Bodyweight Plank,2,Straight Set,40 sec,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 1 and 3 are repeated; Days 2 and 4 are repeated.,5,Workout Day 1,Day 1,,Bodyweight Knee-Banded Glute Bridge,3,Straight Set,20,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 1 and 3 are repeated; Days 2 and 4 are repeated.,5,Workout Day 1,Day 1,,Bodyweight Eccentric Push-up,3,Straight Set,5,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 1 and 3 are repeated; Days 2 and 4 are repeated.,5,Workout Day 1,Day 1,,Goblet Parallel Box Squat,3,Straight Set,20,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 1 and 3 are repeated; Days 2 and 4 are repeated.,5,Workout Day 1,Day 1,,Bodyweight Eccentric Chin-up,3,Straight Set,3,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 1 and 3 are repeated; Days 2 and 4 are repeated.,5,Workout Day 1,Day 1,,Banded Seated Hip Abduction,3,Straight Set,30,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 1 and 3 are repeated; Days 2 and 4 are repeated.,5,Workout Day 1,Day 1,,Bodyweight Side Plank,2,Straight Set,40 sec,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 2 and 4 are repeated.,5,Workout Day 2,Day 2,,Bodyweight Hip Thrust,3,Straight Set,20,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 2 and 4 are repeated.,5,Workout Day 2,Day 2,,Dumbbell Standing Shoulder Press,3,Straight Set,10,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 2 and 4 are repeated.,5,Workout Day 2,Day 2,,Bodyweight Reverse Lunge,3,Straight Set,10,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 2 and 4 are repeated.,5,Workout Day 2,Day 2,,Dumbbell One-Arm Row,3,Straight Set,10,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 2 and 4 are repeated.,5,Workout Day 2,Day 2,,Bodyweight Extra-Range Side-Lying Hip Abduction,3,Straight Set,20,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 2 and 4 are repeated.,5,Workout Day 2,Day 2,,Bodyweight RKC Plank,2,Straight Set,20 sec,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 1 and 3 are repeated; Days 2 and 4 are repeated.,5,Workout Day 3,Day 3,,Bodyweight Knee-Banded Glute Bridge,3,Straight Set,20,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 1 and 3 are repeated; Days 2 and 4 are repeated.,5,Workout Day 3,Day 3,,Bodyweight Eccentric Push-up,3,Straight Set,5,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 1 and 3 are repeated; Days 2 and 4 are repeated.,5,Workout Day 3,Day 3,,Goblet Parallel Box Squat,3,Straight Set,20,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 1 and 3 are repeated; Days 2 and 4 are repeated.,5,Workout Day 3,Day 3,,Bodyweight Eccentric Chin-up,3,Straight Set,3,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 1 and 3 are repeated; Days 2 and 4 are repeated.,5,Workout Day 3,Day 3,,Banded Seated Hip Abduction,3,Straight Set,30,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 1 and 3 are repeated; Days 2 and 4 are repeated.,5,Workout Day 3,Day 3,,Bodyweight Side Plank,2,Straight Set,40 sec,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 2 and 4 are repeated.,5,Workout Day 4,Day 4,,Bodyweight Hip Thrust,3,Straight Set,20,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 2 and 4 are repeated.,5,Workout Day 4,Day 4,,Dumbbell Standing Shoulder Press,3,Straight Set,10,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 2 and 4 are repeated.,5,Workout Day 4,Day 4,,Bodyweight Reverse Lunge,3,Straight Set,10,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 2 and 4 are repeated.,5,Workout Day 4,Day 4,,Dumbbell One-Arm Row,3,Straight Set,10,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 2 and 4 are repeated.,5,Workout Day 4,Day 4,,Bodyweight Extra-Range Side-Lying Hip Abduction,3,Straight Set,20,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 2 and 4 are repeated.,5,Workout Day 4,Day 4,,Bodyweight RKC Plank,2,Straight Set,20 sec,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 1 and 3 are repeated; Days 2 and 4 are repeated.,6,Workout Day 1,Day 1,,Bodyweight Knee-Banded Glute Bridge,3,Straight Set,20,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 1 and 3 are repeated; Days 2 and 4 are repeated.,6,Workout Day 1,Day 1,,Bodyweight Eccentric Push-up,3,Straight Set,5,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 1 and 3 are repeated; Days 2 and 4 are repeated.,6,Workout Day 1,Day 1,,Goblet Parallel Box Squat,3,Straight Set,20,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 1 and 3 are repeated; Days 2 and 4 are repeated.,6,Workout Day 1,Day 1,,Bodyweight Eccentric Chin-up,3,Straight Set,3,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 1 and 3 are repeated; Days 2 and 4 are repeated.,6,Workout Day 1,Day 1,,Banded Seated Hip Abduction,3,Straight Set,30,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 1 and 3 are repeated; Days 2 and 4 are repeated.,6,Workout Day 1,Day 1,,Bodyweight Side Plank,2,Straight Set,40 sec,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 2 and 4 are repeated.,6,Workout Day 2,Day 2,,Bodyweight Hip Thrust,3,Straight Set,20,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 2 and 4 are repeated.,6,Workout Day 2,Day 2,,Dumbbell Standing Shoulder Press,3,Straight Set,10,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 2 and 4 are repeated.,6,Workout Day 2,Day 2,,Bodyweight Reverse Lunge,3,Straight Set,10,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 2 and 4 are repeated.,6,Workout Day 2,Day 2,,Dumbbell One-Arm Row,3,Straight Set,10,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 2 and 4 are repeated.,6,Workout Day 2,Day 2,,Bodyweight Extra-Range Side-Lying Hip Abduction,3,Straight Set,20,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 2 and 4 are repeated.,6,Workout Day 2,Day 2,,Bodyweight RKC Plank,2,Straight Set,20 sec,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 1 and 3 are repeated; Days 2 and 4 are repeated.,6,Workout Day 3,Day 3,,Bodyweight Knee-Banded Glute Bridge,3,Straight Set,20,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 1 and 3 are repeated; Days 2 and 4 are repeated.,6,Workout Day 3,Day 3,,Bodyweight Eccentric Push-up,3,Straight Set,5,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 1 and 3 are repeated; Days 2 and 4 are repeated.,6,Workout Day 3,Day 3,,Goblet Parallel Box Squat,3,Straight Set,20,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 1 and 3 are repeated; Days 2 and 4 are repeated.,6,Workout Day 3,Day 3,,Bodyweight Eccentric Chin-up,3,Straight Set,3,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 1 and 3 are repeated; Days 2 and 4 are repeated.,6,Workout Day 3,Day 3,,Banded Seated Hip Abduction,3,Straight Set,30,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 1 and 3 are repeated; Days 2 and 4 are repeated.,6,Workout Day 3,Day 3,,Bodyweight Side Plank,2,Straight Set,40 sec,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 2 and 4 are repeated.,6,Workout Day 4,Day 4,,Bodyweight Hip Thrust,3,Straight Set,20,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 2 and 4 are repeated.,6,Workout Day 4,Day 4,,Dumbbell Standing Shoulder Press,3,Straight Set,10,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 2 and 4 are repeated.,6,Workout Day 4,Day 4,,Bodyweight Reverse Lunge,3,Straight Set,10,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 2 and 4 are repeated.,6,Workout Day 4,Day 4,,Dumbbell One-Arm Row,3,Straight Set,10,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 2 and 4 are repeated.,6,Workout Day 4,Day 4,,Bodyweight Extra-Range Side-Lying Hip Abduction,3,Straight Set,20,,,,,,,,,,,
Novice Program,Bret Contreras,A program designed for beginners focusing on basic movements to build a solid foundation.,12 weeks,Novice,"Bodyweight, dumbbells, resistance band",4,Weeks 5-8,Builds on the first phase with slightly more advanced variations and basic equipment.,2,Week 5-8,Days 2 and 4 are repeated.,6,Workout Day 4,Day 4,,Bodyweight RKC Plank,2,Straight Set,20 sec,,,,,,,,,,,
