Program Name,Program Arthur,Program Description,Program Length,Program Level,Program Equipment,Days Per Week,Mesocycle Name,Mesocycle Description,Mesocycle Order,Microcycle Name,Microcycle Description,Microcycle Order,Workout Name,Workout Day,Workout Notes,Superset,Exercise Name,Exercise Note,Sets,Set Type,Target Repetitions,Target Min Repetitions,Target Max Repetitions,Target Weight (lbs),Target Weight (kg),Weight Increment (lbs),Weight Increment (kg),Target RPE,Target RIR,Percentage of 1RM,Youtube Video Links,Advanced Exercise Sets
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 2,Training for Week 2,2,Friday - Back,Friday,,,Meadows rows,"Supramax pump, Use a T-bar or landmine. Grind out reps.",4,,"10, 10, 10, 10",10,10,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 2,Training for Week 2,2,Friday - Back,Friday,,,Rack Deadlifts (superset),"Supramax pump, Supersetted with Chins. 8 total work sets.",4,Superset,"5, 5, 5, 5",5,5,,,,,9,,,https://www.youtube.com/watch?v=oBtTRdbFX7k&index=15&list=PLA808445EA052D63A,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 2,Training for Week 2,2,Friday - Back,Friday,,,Chins (superset),"Supramax pump, Supersetted with Rack Deadlifts. 8 total work sets.",4,Superset,"6-8, 6-8, 6-8, 6-8",6,8,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 2,Training for Week 2,2,Friday - Back,Friday,,,Dumbbell pullovers,"Supramax pump, Stretch the lats out.",3,,"15, 15, 15",15,15,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 2,Training for Week 2,2,Friday - Biceps,Friday,,,Incline concentration curls,"Supramax pump, Smash dumbbells together, feels like a cramp.",3,,"10, 10, 10",10,10,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 2,Training for Week 2,2,Friday - Biceps,Friday,,,Hammer curls,"Train the muscle from a stretched position, Squeeze dumbbells hard, focus on stretch.",3,,"12, 12, 12",12,12,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 2,Training for Week 2,2,Friday - Abs,Friday,,,Incline sit ups,"Curl up slowly, blow air out, force contraction.",4,,"to failure, to failure, to failure, to failure",,,,,,,10,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 2,Training for Week 2,2,Saturday - Legs,Saturday,,,Single leg hip thrust,"Activation and start pump, Same rep tempo as Week 1.",4,,"15, 15, 15, 15",15,15,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 2,Training for Week 2,2,Saturday - Legs,Saturday,,,Smith Machine Seated Deadlifts,"Supramax pump, Same as Week 1, but 3 sets of 8.",3,,"8, 8, 8",8,8,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 2,Training for Week 2,2,Saturday - Legs,Saturday,,,Short Step Lunges,"Supramax pump, 5-second eccentric.",3,,"10, 10, 10",10,10,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 2,Training for Week 2,2,Saturday - Calves,Saturday,,,Seated calve raises (superset),"Supramax pump, Supersetted with Standing calve raises. 8 total sets.",4,Superset,"20, 20, 20, 20",20,20,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 2,Training for Week 2,2,Saturday - Calves,Saturday,,,Standing calve raises (superset),"Supramax pump, Supersetted with Seated calve raises. 8 total sets.",4,Superset,"6, 6, 6, 6",6,6,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 3,Training for Week 3,3,Monday - Legs/Glutes,Monday,,,Hip Thrust,"Activation and start pump, Same as Week 1 but with 12 reps.",3,,"12, 12, 12",12,12,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 3,Training for Week 3,3,Monday - Legs/Glutes,Monday,,,"Single Leg, Alternating, Lying leg curl","Supramax pump, Eccentric loading set, partner pushes down on negative.",1,,20,20,20,,,,,11,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 3,Training for Week 3,3,Monday - Legs/Glutes,Monday,,,Squats,"Train explosively, Same as Week 1. Work to beat week 1's weight.",3,,"8, 8, 8",8,8,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 3,Training for Week 3,3,Monday - Legs/Glutes,Monday,,,Hack squats - drop set of death,"Supramax pump, Sets 1-3: 8 reps. Set 4: 8 reps, 5s isohold, drop weight, repeat. Stretch after.",4,Drop Set,"8, 8, 8, 8",8,8,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 3,Training for Week 3,3,Monday - Abs,Monday,,,Decline leg raises,"Activation and pump, Push for higher reps this week.",4,,"10-20, 10-20, 10-20, 10-20",10,20,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 3,Training for Week 3,3,Monday - Calves,Monday,,,Standing raises,"Supramax pump, Same rep scheme as Week 1, but 3 total work sets.",3,,"10 full, 10 half, 10 sec stretch, 10 full, 10 half, 10 sec stretch, 10 full, 10 half, 10 sec stretch",,,,,,,11,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 3,Training for Week 3,3,Tuesday - Chest,Tuesday,,,Hex press,"Activation and start pump, Smash dumbbells together, work up to a tough 8 reps.",4,,"8, 8, 8, 8",8,8,,,,,9,,,https://www.youtube.com/watch?v=oL7Tb4ofKUI&index=22&list=PL2955620A11D03694,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 3,Training for Week 3,3,Tuesday - Chest,Tuesday,,,Incline barbell press,"Train explosively, Pause at bottom for a 2-count, drive up hard.",4,,"6, 6, 6, 6",6,6,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 3,Training for Week 3,3,Tuesday - Chest,Tuesday,,,Machine/assisted dips (superset),"Train muscle with stretch emphasis, Supersetted with Stretch pushups. 8 total sets.",4,Superset,"8, 8, 8, 8",8,8,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 3,Training for Week 3,3,Tuesday - Chest,Tuesday,,,Stretch pushups (superset),"Train muscle with stretch emphasis, Supersetted with Machine/assisted dips. 8 total sets.",4,Superset,"8-10, 8-10, 8-10, 8-10",8,10,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 3,Training for Week 3,3,Tuesday - Triceps,Tuesday,,,Pushdowns,"Supramax pump, 45-second breaks.",8,,"12, 12, 12, 12, 12, 12, 12, 12",12,12,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 3,Training for Week 3,3,Tuesday - Abs,Tuesday,,,Rope crunch,"Stretch and pump, Stretch abdominal wall at the top of each rep.",4,,"to failure, to failure, to failure, to failure",,,,,,,9,,,https://www.youtube.com/watch?v=ZHSef-SDrH4&index=3&list=PL512BBB0C927A91DC,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 3,Training for Week 3,3,Tuesday - Calves,Tuesday,,,Seated calve raises,"Supramax pump, Sit in the stretch position for 4 seconds, slow painful sets.",4,,"8, 8, 8, 8",8,8,,,,,10,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 3,Training for Week 3,3,Wednesday - Shoulders,Wednesday,,,Rear delt swings,"Activation and pump, Supersetted with 10 over and backs with a rope, 4 total sets.",4,Superset,"20, 20, 20, 20",20,20,,,,,9,,,https://www.youtube.com/watch?v=yIvDTNk9-qA&index=15&list=PL1F60A60A3E4E2E83,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 3,Training for Week 3,3,Wednesday - Shoulders,Wednesday,,,Standing side laterals,"Supramax pump, 4 heavy sets.",4,,"8, 8, 8, 8",8,8,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 3,Training for Week 3,3,Wednesday - Shoulders,Wednesday,,,Dumbbell front raises,"Supramax pump, Raise to eye level, then another 6 inches, flex hard.",4,,"12, 12, 12, 12",12,12,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 3,Training for Week 3,3,Wednesday - Abs,Wednesday,,,Decline leg raises,"Activation and pump, Come close to failure, leave a few reps in the tank.",6,,"10-20, 10-20, 10-20, 10-20, 10-20, 10-20",10,20,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 3,Training for Week 3,3,Wednesday - Calves,Wednesday,,,Standing raises,"Supramax pump, Stay heavy, pause 1 second at the bottom of each rep.",6,,"10, 10, 10, 10, 10, 10",10,10,,,,,10,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 3,Training for Week 3,3,Thursday - Legs,Thursday,,,Lying leg curls (superset),"Activation and Supramax pump, Supersetted with Barbell Romanian deadlifts. 8 total sets.",4,Superset,"12, 12, 12, 12",12,12,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 3,Training for Week 3,3,Thursday - Legs,Thursday,,,Barbell Romanian deadlifts (superset),"Activation and Supramax pump, Supersetted with Lying leg curls. 8 total sets.",4,Superset,"8, 8, 8, 8",8,8,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 3,Training for Week 3,3,Thursday - Legs,Thursday,,,Abductor machine,"Activation and Supramax pump, Drive out with feet, keep arch.",4,,"12, 12, 12, 12",12,12,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 3,Training for Week 3,3,Thursday - Calves,Thursday,,,Standing calve raises,"Stretch and pump, Work the stretch hard at the bottom.",4,,"to failure (10 reps), to failure (10 reps), to failure (10 reps), to failure (10 reps)",,,,,,,10,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 3,Training for Week 3,3,Thursday - Abs,Thursday,,,Leg raise,"Activation and pump, Simple leg raises, to failure.",4,,"to failure, to failure, to failure, to failure",,,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 3,Training for Week 3,3,Friday - Back,Friday,,,One arm supinated pulldowns,"Activation and start pump, No band, just solid sets.",4,,"10, 10, 10, 10",10,10,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 3,Training for Week 3,3,Friday - Back,Friday,,,One arm barbell rows,"Supramax pump, Grind out 4 sets of 8, very hard.",4,,"8, 8, 8, 8",8,8,,,,,9,,,https://www.youtube.com/watch?v=ExuDK5iWKM8&list=PLA808445EA052D63A&index=7,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 3,Training for Week 3,3,Friday - Back,Friday,,,Barbell shrugs,"Supramax pump, Hold contraction for 2 seconds.",4,,"10, 10, 10, 10",10,10,,,,,10,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 3,Training for Week 3,3,Friday - Back,Friday,,,Dumbbell pullovers,"Work muscle from a stretched position, Stretch the lats out.",4,,"12, 12, 12, 12",12,12,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 3,Training for Week 3,3,Friday - Back,Friday,,,Chest supported rows,"Supramax pump, Use pronated grip.",3,,"15, 15, 15",15,15,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 3,Training for Week 3,3,Friday - Biceps,Friday,,,Incline concentration curls,"Supramax pump, Use an EZ curl bar this week, squeeze hard.",3,,"10, 10, 10",10,10,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 3,Training for Week 3,3,Friday - Biceps,Friday,,,Preacher curls,"Train the muscle from a stretched position, Use an EZ bar.",3,,"8, 8, 8",8,8,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 3,Training for Week 3,3,Friday - Abs,Friday,,,Incline sit ups,"Curl up slowly, blow air out, force contraction.",4,,"to failure, to failure, to failure, to failure",,,,,,,10,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 3,Training for Week 3,3,Saturday - Legs,Saturday,,,Single leg hip thrust,"Activation and start pump, Same rep tempo as Week 1.",4,,"15, 15, 15, 15",15,15,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 3,Training for Week 3,3,Saturday - Legs,Saturday,,,Dumbbell walking lunge,"Supramax pump, Lunge 20 steps with one leg, then 20 back with the other.",3,,"20 steps, 20 steps, 20 steps",20,20,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 3,Training for Week 3,3,Saturday - Legs,Saturday,,,Hack squats,"Supramax pump, Light weight, feet lower on platform to hit teardrop hard.",3,,"20, 20, 20",20,20,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 3,Training for Week 3,3,Saturday - Calves,Saturday,,,Seated calve raises (superset),"Supramax pump, Supersetted with Standing calve raises. 8 total sets.",4,Superset,"10, 10, 10, 10",10,10,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 3,Training for Week 3,3,Saturday - Calves,Saturday,,,Standing calve raises (superset),"Supramax pump, Supersetted with Seated calve raises. 8 total sets.",4,Superset,"6, 6, 6, 6",6,6,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 4,Training for Week 4,4,Monday - Legs/Glutes,Monday,,,Hip Thrust,"Activation and start pump, Continuous pumping reps, squeeze hard.",3,,"20, 20, 20",20,20,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 4,Training for Week 4,4,Monday - Legs/Glutes,Monday,,,"Single Leg, Alternating, Lying leg curl","Supramax pump, Heavy, all rest-pause reps.",3,,"8, 8, 8",8,8,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 4,Training for Week 4,4,Monday - Legs/Glutes,Monday,,,Squats,"Train explosively, Sets of 6 up to max weight, then a final set of 4-5.",3,,"6, 6, 4-5",6,6,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 4,Training for Week 4,4,Monday - Legs/Glutes,Monday,,,Leg press - drop set of death,"Supramax pump, 30 reps, remove plate, 20 reps, remove plate, 10 reps. One brutal set.",1,Drop Set,"30, 20, 10",10,30,,,,,12,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 4,Training for Week 4,4,Monday - Abs,Monday,,,Decline leg raises,"Activation and pump, Push for higher reps.",4,,"10-20, 10-20, 10-20, 10-20",10,20,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 4,Training for Week 4,4,Monday - Calves,Monday,,,Standing raises,"Supramax pump, Same rep scheme as Week 1, but 4 total work sets.",4,,"10 full, 10 half, 10 sec stretch, 10 full, 10 half, 10 sec stretch, 10 full, 10 half, 10 sec stretch, 10 full, 10 half, 10 sec stretch",,,,,,,11,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 4,Training for Week 4,4,Tuesday - Chest,Tuesday,,,Dumbell press,"Activation and start pump, Work up to a tough 8, then a drop set (8 reps, drop, failure, drop, failure).",3,Drop Set,"8, 8, 8",8,8,,,,,8,,,https://www.youtube.com/watch?v=AYFGq1amMuQ&index=28&list=PL2955620A11D03694,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 4,Training for Week 4,4,Tuesday - Chest,Tuesday,,,Flat barbell press,"Train explosively, 60-second breaks between sets, pause at chest.",5,,"5, 5, 5, 5, 5",5,5,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 4,Training for Week 4,4,Tuesday - Chest,Tuesday,,,Machine/assisted dips (superset),"Train muscle with stretch emphasis, Supersetted with Machine/dumbbell flyes. 8 total sets.",4,Superset,"8, 8, 8, 8",8,8,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 4,Training for Week 4,4,Tuesday - Chest,Tuesday,,,Machine flyes (superset),"Train muscle with stretch emphasis, Supersetted with Machine/assisted dips. 8 total sets.",4,Superset,"8-10, 8-10, 8-10, 8-10",8,10,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 4,Training for Week 4,4,Tuesday - Triceps,Tuesday,,,Pushdowns,"Supramax pump, 45-second breaks, continuous tension.",10,,"10, 10, 10, 10, 10, 10, 10, 10, 10, 10",10,10,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 4,Training for Week 4,4,Tuesday - Abs,Tuesday,,,Rope crunch,"Stretch and pump, Stretch abdominal wall at the top of each rep.",4,,"to failure, to failure, to failure, to failure",,,,,,,9,,,https://www.youtube.com/watch?v=ZHSef-SDrH4&index=3&list=PL512BBB0C927A91DC,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 4,Training for Week 4,4,Tuesday - Calves,Tuesday,,,Seated calve raises,"Supramax pump, Sit in the stretch position for 4 seconds, try to use more weight than last week.",4,,"25, 25, 25, 25",25,25,,,,,10,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 4,Training for Week 4,4,Wednesday - Shoulders,Wednesday,,,Giant Sets,"Complete destruction of deltoids, Rear delt swings (20), side laterals (10), front raises (10), presses (8). Rest 3 mins between sets.",4,Giant Set,"20/10/10/8, 20/10/10/8, 20/10/10/8, 20/10/10/8",,,,,,,,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 4,Training for Week 4,4,Wednesday - Abs,Wednesday,,,Decline leg raises,"Activation and pump, Come close to failure, leave a few reps in the tank.",6,,"10-20, 10-20, 10-20, 10-20, 10-20, 10-20",10,20,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 4,Training for Week 4,4,Wednesday - Calves,Wednesday,,,Standing raises,"Supramax pump, Pause and squeeze for 8 seconds at the top of each rep.",4,,"8, 8, 8, 8",8,8,,,,,10,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 4,Training for Week 4,4,Thursday - Legs,Thursday,,,Lying leg curls,"Supramax pump, Go to failure, rest 15 seconds, repeat until 40 total reps.",4,,"40, 40, 40, 40",40,40,,,,,10,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 4,Training for Week 4,4,Thursday - Legs,Thursday,,,Barbell Romanian deadlifts,"Supramax pump, Double pump at the top, conscious glute contraction.",4,,"8, 8, 8, 8",8,8,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 4,Training for Week 4,4,Thursday - Legs,Thursday,,,Abductor machine,"Activation and Supramax pump, Drive out with feet, keep arch.",4,,"15, 15, 15, 15",15,15,,,,,8,,,,
