Program Name,Program Arthur,Program Description,Program Length,Program Level,Program Equipment,Days Per Week,Mesocycle Name,Mesocycle Description,Mesocycle Order,Microcycle Name,Microcycle Description,Microcycle Order,Workout Name,Workout Day,Workout Notes,Exercise Name,Exercise Description,Sets,Set Type,Target Repetitions,Target Min Repetitions,Target Max Repetitions,Target Weight (lbs),Target Weight (kg),Weight Increment (lbs),Weight Increment (kg),Target RPE,Target RIR,Percentage of 1RM,Progression Scheme ID,Advanced Exercise Sets
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 9,,9,Workout A,27,,Dumbbell deficit Bulgarian split squat,,3,Normal,12,12,12,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 9,,9,Workout A,27,,Barbell American deadlift,,3,Normal,8,8,8,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 9,,9,Workout A,27,,Half-kneeling anti-rotation press,,1,Normal,15,15,15,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 9,,9,Workout B,Day B,,Bodyweight shoulder and foot elevated single-leg hip thrust (pause rep method),3 second pause at top,3,Normal,6,6,6,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 9,,9,Workout B,Day B,,Barbell high box squat,,3,Normal,6,6,6,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 9,,9,Workout B,Day B,,Single-leg 45-degree hyper extension,,3,Normal,12,12,12,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 9,,9,Workout B,Day B,,Cable hip rotation,,1,Normal,15,15,15,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 9,,9,Workout C,Day C,,Barbell hip thrust (rest pause method),"6 reps, 1,1,1, and 1",3,Normal,10,10,10,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 9,,9,Workout C,Day C,,Dumbbell high step up,,3,Normal,8,8,8,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 9,,9,Workout C,Day C,,Russian kettlebell swing,,3,Normal,20,20,20,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 9,,9,Workout C,Day C,,Side lying hip raise,,1,Normal,15,15,15,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 10,,10,Workout A,27,,Barbell American hip thrust (constant tension method),constant tension method,3,Normal,20,20,20,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 10,,10,Workout A,27,,Dumbbell deficit Bulgarian split squat,,3,Normal,12,12,12,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 10,,10,Workout A,27,,Barbell American deadlift,,3,Normal,8,8,8,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 10,,10,Workout A,27,,Half-kneeling anti-rotation press,,1,Normal,15,15,15,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 10,,10,Workout B,Day B,,Bodyweight shoulder and foot elevated single-leg hip thrust (pause rep method),3 second pause at top,3,Normal,6,6,6,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 10,,10,Workout B,Day B,,Barbell high box squat,,3,Normal,6,6,6,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 10,,10,Workout B,Day B,,Single-leg 45-degree hyper extension,,3,Normal,12,12,12,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 10,,10,Workout B,Day B,,Cable hip rotation,,1,Normal,15,15,15,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 10,,10,Workout C,Day C,,Barbell hip thrust (rest pause method),"6 reps, 1,1,1, and 1",3,Normal,10,10,10,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 10,,10,Workout C,Day C,,Dumbbell high step up,,3,Normal,8,8,8,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 10,,10,Workout C,Day C,,Russian kettlebell swing,,3,Normal,20,20,20,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 10,,10,Workout C,Day C,,Side lying hip raise,,1,Normal,15,15,15,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 11,,11,Workout A,27,,Barbell American hip thrust (constant tension method),constant tension method,3,Normal,20,20,20,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 11,,11,Workout A,27,,Dumbbell deficit Bulgarian split squat,,3,Normal,12,12,12,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 11,,11,Workout A,27,,Barbell American deadlift,,3,Normal,8,8,8,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 11,,11,Workout A,27,,Half-kneeling anti-rotation press,,1,Normal,15,15,15,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 11,,11,Workout B,Day B,,Bodyweight shoulder and foot elevated single-leg hip thrust (pause rep method),3 second pause at top,3,Normal,6,6,6,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 11,,11,Workout B,Day B,,Barbell high box squat,,3,Normal,6,6,6,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 11,,11,Workout B,Day B,,Single-leg 45-degree hyper extension,,3,Normal,12,12,12,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 11,,11,Workout B,Day B,,Cable hip rotation,,1,Normal,15,15,15,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 11,,11,Workout C,Day C,,Barbell hip thrust (rest pause method),"6 reps, 1,1,1, and 1",3,Normal,10,10,10,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 11,,11,Workout C,Day C,,Dumbbell high step up,,3,Normal,8,8,8,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 11,,11,Workout C,Day C,,Russian kettlebell swing,,3,Normal,20,20,20,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 11,,11,Workout C,Day C,,Side lying hip raise,,1,Normal,15,15,15,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 12,,12,Workout A,27,,Barbell American hip thrust (constant tension method),constant tension method,3,Normal,20,20,20,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 12,,12,Workout A,27,,Dumbbell deficit Bulgarian split squat,,3,Normal,12,12,12,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 12,,12,Workout A,27,,Barbell American deadlift,,3,Normal,8,8,8,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 12,,12,Workout A,27,,Half-kneeling anti-rotation press,,1,Normal,15,15,15,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 12,,12,Workout B,Day B,,Bodyweight shoulder and foot elevated single-leg hip thrust (pause rep method),3 second pause at top,3,Normal,6,6,6,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 12,,12,Workout B,Day B,,Barbell high box squat,,3,Normal,6,6,6,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 12,,12,Workout B,Day B,,Single-leg 45-degree hyper extension,,3,Normal,12,12,12,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 12,,12,Workout B,Day B,,Cable hip rotation,,1,Normal,15,15,15,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 12,,12,Workout C,Day C,,Barbell hip thrust (rest pause method),"6 reps, 1,1,1, and 1",3,Normal,10,10,10,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 12,,12,Workout C,Day C,,Dumbbell high step up,,3,Normal,8,8,8,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 12,,12,Workout C,Day C,,Russian kettlebell swing,,3,Normal,20,20,20,,,,,,,,,
Gorgeous Glutes (only),,12-week program focused on glute development.,12 weeks,Lower Body Only,"Barbell, Dumbbell, Bodyweight, Cable, Bands, Kettlebell",3,Weeks 9-12,,3,Week 12,,12,Workout C,Day C,,Side lying hip raise,,1,Normal,15,15,15,,,,,,,,,
