Program Name,Program Arthur,Program Description,Program Length,Program Level,Program Equipment,Days Per Week,Mesocycle Name,Mesocycle Description,Mesocycle Order,Microcycle Name,Microcycle Description,Microcycle Order,Workout Name,Workout Day,Workout Notes,Superset,Exercise Name,Exercise Description,Sets,Set Type,Target Repetitions,Target Min Repetitions,Target Max Repetitions,Target Weight (lbs),Target Weight (kg),Weight Increment (lbs),Weight Increment (kg),Target RPE,Target RIR,Percentage of 1RM,Progression Scheme ID,Advanced Exercise Sets
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 4,,4,Workout C,3,,A1,Barbell American hip thrust,,3,Normal,20,20,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 4,,4,Workout C,3,,A2,Standing single-arm cable row,,3,Normal,8,8,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 4,,4,Workout C,3,,B1,Goblet full squat,,3,Normal,5,5,5,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 4,,4,Workout C,3,,B2,Single-arm dumbbell bench press,,3,Normal,8,8,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 4,,4,Workout C,3,,,Cable straight-leg pull-through,,3,Normal,8,8,12,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 4,,4,Workout C,3,,,Side lying hip raise,,1,Normal,10,10,10,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 4,,4,Workout C,3,,,Turkish get up,,1,Normal,5,5,5,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 1-4,,1,Week 4,,4,Workout C,3,,,Half-kneeling cable anti-rotation press,,1,Normal,8,8,12,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 5,,5,Workout A,15,,A1,Barbell hip thrust,,3,Normal,3,3,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 5,,5,Workout A,15,,A2,Seated row,,3,Normal,8,8,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 5,,5,Workout A,15,,B1,Barbell full squat,,3,Normal,5,5,5,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 5,,5,Workout A,15,,B2,Barbell bench press,,3,Normal,3,3,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 5,,5,Workout A,15,,,Barbell good morning,,3,Normal,8,8,12,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 5,,5,Workout A,15,,,Band standing abduction,,1,Normal,10,10,30,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 5,,5,Workout A,15,,,Ab wheel rollout from knees,,1,Normal,8,8,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 5,,5,Workout A,15,,,Dumbbell side bend,,1,Normal,10,10,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 5,,5,Workout B,2,,A1,Bodyweight single-leg hip thrust (shoulder and foot elevated),,3,Normal,8,8,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 5,,5,Workout B,2,,A2,Bodyweight neutral grip pull-up,,3,Normal,3,3,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 5,,5,Workout B,2,,B1,Dumbbell walking lunge,,3,Normal,10,10,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 5,,5,Workout B,2,,B2,Barbell push press,,3,Normal,6,6,6,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 5,,5,Workout B,2,,,Dumbbell back extension,,2,Normal,20,20,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 5,,5,Workout B,2,,,Banded seat abduction,,1,Normal,10,10,30,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 5,,5,Workout B,2,,,Hanging leg raise,,1,Normal,8,8,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 5,,5,Workout B,2,,,Landmine,,1,Normal,8,8,12,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 5,,5,Workout C,3,,A1,Barbell hip thrust (isohold method),Isometric. Hold for 30-60 seconds,3,Normal,,,,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 5,,5,Workout C,3,,A2,D-handle lat pulldown,,3,Normal,8,8,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 5,,5,Workout C,3,,B1,Skater squat,,3,Normal,8,8,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 5,,5,Workout C,3,,B2,Narrow base push-up,,3,Normal,5,5,15,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 5,,5,Workout C,3,,,Barbell single-leg RDL,,3,Normal,8,8,12,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 5,,5,Workout C,3,,,Side lying hip raise,,1,Normal,10,10,30,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 5,,5,Workout C,3,,,Straight-leg sit-up,,1,Normal,10,10,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 5,,5,Workout C,3,,,45-dgree side bend,,1,Normal,10,10,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 6,,6,Workout A,15,,A1,Barbell hip thrust,,3,Normal,3,3,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 6,,6,Workout A,15,,A2,Seated row,,3,Normal,8,8,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 6,,6,Workout A,15,,B1,Barbell full squat,,3,Normal,5,5,5,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 6,,6,Workout A,15,,B2,Barbell bench press,,3,Normal,3,3,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 6,,6,Workout A,15,,,Barbell good morning,,3,Normal,8,8,12,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 6,,6,Workout A,15,,,Band standing abduction,,1,Normal,10,10,30,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 6,,6,Workout A,15,,,Ab wheel rollout from knees,,1,Normal,8,8,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 6,,6,Workout A,15,,,Dumbbell side bend,,1,Normal,10,10,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 6,,6,Workout B,2,,A1,Bodyweight single-leg hip thrust (shoulder and foot elevated),,3,Normal,8,8,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 6,,6,Workout B,2,,A2,Bodyweight neutral grip pull-up,,3,Normal,3,3,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 6,,6,Workout B,2,,B1,Dumbbell walking lunge,,3,Normal,10,10,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 6,,6,Workout B,2,,B2,Barbell push press,,3,Normal,6,6,6,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 6,,6,Workout B,2,,,Dumbbell back extension,,2,Normal,20,20,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 6,,6,Workout B,2,,,Banded seat abduction,,1,Normal,10,10,30,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 6,,6,Workout B,2,,,Hanging leg raise,,1,Normal,8,8,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 6,,6,Workout B,2,,,Landmine,,1,Normal,8,8,12,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 6,,6,Workout C,3,,A1,Barbell hip thrust (isohold method),Isometric. Hold for 30-60 seconds,3,Normal,,,,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 6,,6,Workout C,3,,A2,D-handle lat pulldown,,3,Normal,8,8,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 6,,6,Workout C,3,,B1,Skater squat,,3,Normal,8,8,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 6,,6,Workout C,3,,B2,Narrow base push-up,,3,Normal,5,5,15,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 6,,6,Workout C,3,,,Barbell single-leg RDL,,3,Normal,8,8,12,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 6,,6,Workout C,3,,,Side lying hip raise,,1,Normal,10,10,30,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 6,,6,Workout C,3,,,Straight-leg sit-up,,1,Normal,10,10,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 6,,6,Workout C,3,,,45-dgree side bend,,1,Normal,10,10,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 7,,7,Workout A,15,,A1,Barbell hip thrust,,3,Normal,3,3,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 7,,7,Workout A,15,,A2,Seated row,,3,Normal,8,8,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 7,,7,Workout A,15,,B1,Barbell full squat,,3,Normal,5,5,5,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 7,,7,Workout A,15,,B2,Barbell bench press,,3,Normal,3,3,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 7,,7,Workout A,15,,,Barbell good morning,,3,Normal,8,8,12,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 7,,7,Workout A,15,,,Band standing abduction,,1,Normal,10,10,30,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 7,,7,Workout A,15,,,Ab wheel rollout from knees,,1,Normal,8,8,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 7,,7,Workout A,15,,,Dumbbell side bend,,1,Normal,10,10,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 7,,7,Workout B,2,,A1,Bodyweight single-leg hip thrust (shoulder and foot elevated),,3,Normal,8,8,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 7,,7,Workout B,2,,A2,Bodyweight neutral grip pull-up,,3,Normal,3,3,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 7,,7,Workout B,2,,B1,Dumbbell walking lunge,,3,Normal,10,10,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 7,,7,Workout B,2,,B2,Barbell push press,,3,Normal,6,6,6,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 7,,7,Workout B,2,,,Dumbbell back extension,,2,Normal,20,20,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 7,,7,Workout B,2,,,Banded seat abduction,,1,Normal,10,10,30,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 7,,7,Workout B,2,,,Hanging leg raise,,1,Normal,8,8,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 7,,7,Workout B,2,,,Landmine,,1,Normal,8,8,12,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 7,,7,Workout C,3,,A1,Barbell hip thrust (isohold method),Isometric. Hold for 30-60 seconds,3,Normal,,,,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 7,,7,Workout C,3,,A2,D-handle lat pulldown,,3,Normal,8,8,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 7,,7,Workout C,3,,B1,Skater squat,,3,Normal,8,8,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 7,,7,Workout C,3,,B2,Narrow base push-up,,3,Normal,5,5,15,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 7,,7,Workout C,3,,,Barbell single-leg RDL,,3,Normal,8,8,12,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 7,,7,Workout C,3,,,Side lying hip raise,,1,Normal,10,10,30,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 7,,7,Workout C,3,,,Straight-leg sit-up,,1,Normal,10,10,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 7,,7,Workout C,3,,,45-dgree side bend,,1,Normal,10,10,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 8,,8,Workout A,15,,A1,Barbell hip thrust,,3,Normal,3,3,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 8,,8,Workout A,15,,A2,Seated row,,3,Normal,8,8,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 8,,8,Workout A,15,,B1,Barbell full squat,,3,Normal,5,5,5,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 8,,8,Workout A,15,,B2,Barbell bench press,,3,Normal,3,3,8,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 8,,8,Workout A,15,,,Barbell good morning,,3,Normal,8,8,12,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 8,,8,Workout A,15,,,Band standing abduction,,1,Normal,10,10,30,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 8,,8,Workout A,15,,,Ab wheel rollout from knees,,1,Normal,8,8,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 8,,8,Workout A,15,,,Dumbbell side bend,,1,Normal,10,10,20,,,,,,,,,
Gluteal Goddess Advanced,,12-week program for advanced lifters.,12 weeks,Advanced,"Barbell, Dumbbell, Bodyweight, Cable, Ab Wheel, Bands, Landmine, Swiss Ball",3,Weeks 5-8,,2,Week 8,,8,Workout B,2,,A1,Bodyweight single-leg hip thrust (shoulder and foot elevated),,3,Normal,8,8,20,,,,,,,,,
